id_prefix,id_mid,match,FRN_NameAsPublished,AIANNH_Geoname_Full,STATES,AIANNHCE,AIANNHNS
TRBF,RSBDSX,nd,"Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota",Rosebud Indian Reservation,SD,3235,01266248
TRBF,RNDVLY,nd,"Round Valley Indian Tribes, Round Valley Reservation, California",Round Valley Reservation,CA,3250,00267196
TRBF,SCFXMO,nd,Sac & Fox Nation of Missouri in Kansas and Nebraska,Sac and Fox Nation Reservation,KS~NE,3285,00479832
TRBF,SCFXMO,n,Sac & Fox Nation of Missouri in Kansas and Nebraska,Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area,KS,4910,02418987
TRBF,SCFXOK,nd,"Sac & Fox Nation, Oklahoma",Sac and Fox OTSA,OK,5820,01925067
TRBF,SCFXMS,nd,Sac & Fox Tribe of the Mississippi in Iowa,Sac and Fox/Meskwaki Settlement,IA,3280,00463420
TRBF,SGNWCH,d,Saginaw Chippewa Indian Tribe of Michigan,Isabella Reservation,MI,1610,01616981
AKNF,STGRGE,nd,St. George Island (See Pribilof Islands Aleut Communities of St. Paul & St. George Islands),St. George ANVSA,AK,7340,02419228
AKNF,STPAUL,nd,Saint Paul Island (See Pribilof Islands Aleut Communities of St. Paul & St. George Islands),St. Paul ANVSA,AK,7390,02419230
TRBF,SRMHWK,nd,Saint Regis Mohawk Tribe,St. Regis Mohawk Reservation,NY,3320,00979449
AKNF,SLMATF,n,Salamatof Tribe,Salamatof ANVSA,AK,7400,02419203
AKNF,SLMATF,d,Salamatof Tribe,Kenaitze ANVSA,AK,6720,02418648
TRBF,SRPMCP,nd,"Salt River Pima-Maricopa Indian Community of the Salt River Reservation, Arizona",Salt River Reservation,AZ,3340,00037072
TRBF,SAMISH,nd,Samish Indian Nation,Samish TDSA,WA,8750,02419206
TRBF,SCAPCH,nd,"San Carlos Apache Tribe of the San Carlos Reservation, Arizona",San Carlos Reservation,AZ,3355,00024000
TRBF,SNJSPT,d,San Juan Southern Paiute Tribe of Arizona,Navajo Nation Reservation,AZ~NM~UT,2430,00041148
TRBF,SPQLDG,nd,San Pasqual Band of Diegueno Mission Indians of California,San Pasqual Reservation,CA,3460,00255933
TRBF,SRSACL,nd,"Santa Rosa Band of Cahuilla Indians, California",Santa Rosa Reservation,CA,3525,01934330
TRBF,STARSA,nd,"Santa Rosa Indian Community of the Santa Rosa Rancheria, California",Santa Rosa Rancheria,CA,3520,00247949
TRBF,SYCMSH,nd,"Santa Ynez Band of Chumash Mission Indians of the Santa Ynez Reservation, California",Santa Ynez Reservation,CA,3540,00249132
TRBF,SNTSXN,nd,"Santee Sioux Nation, Nebraska",Santee Reservation,NE,3565,01884912
TRBF,SDMNGO,nd,Santo Domingo Pueblo,Santo Domingo Pueblo,NM,3585,00937201
TRBF,SDMNGO,n,Santo Domingo Pueblo,San Felipe Pueblo/Santo Domingo Pueblo joint-use area,NM,4940,02419125
TRBF,SKSTTL,nd,Sauk-Suiattle Indian Tribe,Sauk-Suiattle Reservation,WA,3625,02419131
TRBF,SSMACH,n,"Sault Ste. Marie Tribe of Chippewa Indians, Michigan",Sault Ste. Marie Reservation,MI,3635,02419132
TRBF,SCPOMO,none,Scotts Valley Band of Pomo Indians of California,,,,
AKNF,SLDVIA,nd,Seldovia Village Tribe,Seldovia ANVSA,AK,7435,02419212
TRBF,SMNLFL,r,Seminole Tribe of Florida,Big Cypress Reservation,FL,0225,01934321
TRBF,SMNLFL,r,Seminole Tribe of Florida,Brighton Reservation,FL,0360,00300151
TRBF,SMNLFL,r,Seminole Tribe of Florida,Fort Pierce Reservation,FL,1260,02418940
TRBF,SMNLFL,d,Seminole Tribe of Florida,Hollywood Reservation,FL,1475,00284183
TRBF,SMNLFL,r,Seminole Tribe of Florida,Immokalee Reservation,FL,1555,02418972
TRBF,SMNLFL,r,Seminole Tribe of Florida,Tampa Reservation,FL,4130,02419488
TRBF,SMNLFL,r,Seminole Tribe of Florida,Seminole (FL) Trust Land,FL,3665,02419138
TRBF,SMNLFL,r,Seminole Tribe of Florida,Coconut Creek Trust Land,FL,0690,02418876
TRBF,SNCNAT,d,Seneca Nation of Indians,Allegany Reservation,NY,0080,00978667
TRBF,SNCNAT,r,Seneca Nation of Indians,Cattaraugus Reservation,NY,0540,00978804
TRBF,SNCNAT,r,Seneca Nation of Indians,Oil Springs Reservation,NY,2535,00959239
TRBF,SNCCYG,nd,Seneca-Cayuga Nation,Seneca-Cayuga OTSA,OK,5835,02419214
AKNF,SHGELK,nd,Shageluk Native Village,Shageluk ANVSA,AK,7440,02419215
TRBF,SHMDSX,nd,Shakopee Mdewakanton Sioux Community of Minnesota,Shakopee Mdewakanton Sioux Community,MN~SD,3680,00649741
TRBF,SHAWNT,d,Shawnee Tribe,Ottawa OTSA,OK,5770,02419159
TRBF,SHPOMO,nd,Sherwood Valley Rancheria of Pomo Indians of California,Sherwood Valley Rancheria,CA,3735,00232986
TRBF,SHSMWK,nd,"Shingle Springs Band of Miwok Indians, Shingle Springs Rancheria (Verona Tract), California",Shingle Springs Rancheria,CA,3750,00233021
TRBF,SHNNCK,nd,Shinnecock Indian Nation,Shinnecock (State) Reservation,NY,9370,00979494
TRBF,SHLWBY,n,Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation,Shoalwater Bay Indian Reservation,WA,3780,01508317
TRBF,SHBKFH,nd,Shoshone-Bannock Tribes of the Fort Hall Reservation,Fort Hall Reservation,ID,1185,00399059
TRBF,SHPTDV,nd,"Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada",Duck Valley Reservation,ID~NV,0965,00858264
TRBF,SWOYTE,nd,"Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota",Lake Traverse Reservation,ND~SD,1860,01934336
AKNF,SITKAT,nd,Sitka Tribe of Alaska,Sitka ANVSA,AK,7475,02575190
AKNF,SKAGWY,nd,Skagway Village,Skagway ANVSA,AK,7485,02575191
TRBF,SKOKOM,nd,Skokomish Indian Tribe,Skokomish Reservation,WA,3825,01525866
TRBF,SKVGSH,n,Skull Valley Band of Goshute Indians of Utah,Skull Valley Reservation,UT,3840,01445643
TRBF,SNOQLM,n,Snoqualmie Indian Tribe,Snoqualmie Reservation,WA,3860,02419473
TRBF,SOBOBA,nd,"Soboba Band of Luiseno Indians, California",Soboba Reservation,CA,3870,00249635
TRBF,SKGNCH,nd,"Sokaogon Chippewa Community, Wisconsin",Sokaogon Chippewa Community,WI,3885,01577206
AKNF,SNKNEK,nd,South Naknek Village,South Naknek ANVSA,AK,7505,02419226
TRBF,STHUTE,nd,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado",Southern Ute Reservation,CO,3925,00169585
TRBF,SPRTLK,nd,"Spirit Lake Tribe, North Dakota",Spirit Lake Reservation,ND,3935,01934326
TRBF,SPKANE,nd,Spokane Tribe of the Spokane Reservation,Spokane Reservation,WA,3940,01511576
TRBF,SQUXIN,nd,Squaxin Island Tribe of the Squaxin Island Reservation,Squaxin Island Reservation,WA,3955,01508671
TRBF,SCRXCH,nd,St. Croix Chippewa Indians of Wisconsin,St. Croix Reservation,WI,3305,01843172
TRBF,SNDRSX,nd,Standing Rock Sioux Tribe of North & South Dakota,Standing Rock Reservation,ND~SD,3970,01934335
AKNF,STBBNS,nd,Stebbins Community Association,Stebbins ANVSA,AK,7510,02419232
TRBF,STLMSH,nd,Stillaguamish Tribe of Indians of Washington,Stillaguamish Reservation,WA,4000,02419481
TRBF,SBRMNS,n,"Stockbridge Munsee Community, Wisconsin",Stockbridge Munsee Community,WI,4015,01577203
TRBF,SUMLPT,n,Summit Lake Paiute Tribe of Nevada,Summit Lake Reservation,NV,4045,00858261
AKNF,SUNAQT,n,Sun'aq Tribe of Kodiak,Kodiak ANVSA,AK,6795,02575184
TRBF,SUQUAM,nd,Suquamish Indian Tribe of the Port Madison Reservation,Port Madison Reservation,WA,2925,01507571
TRBF,SUSANV,nd,"Susanville Indian Rancheria, California",Susanville Indian Rancheria,CA,4060,00235836
TRBF,SWINOM,nd,Swinomish Indian Tribal Community,Swinomish Reservation,WA,4075,01528418
TRBF,SYCKMY,nd,Sycuan Band of the Kumeyaay Nation,Sycuan Reservation,CA,4090,00273630
TRBF,TABLEM,n,Table Mountain Rancheria,Table Mountain Rancheria,CA,4110,02419484
AKNF,TKOTNA,nd,Takotna Village,Takotna ANVSA,AK,7530,02419241
AKNF,TNGRNQ,r,Tangirnaq Native Village,Lesnoi ANVSA,AK,6860,02575186
TRBF,TEJONT,none,Tejon Indian Tribe,,,,
AKNF,TELIDA,n,Telida Village,Telida ANVSA,AK,7565,02419252
AKNF,TELIDA,d,Telida Village,Nikolai ANVSA,AK,7070,02418744
TRBF,TEMWSH,n,Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band),Battle Mountain Reservation,NV,0165,00838653
TRBF,TEMWSH,nd,Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band),Elko Colony,NV,1005,00856239
TRBF,TEMWSH,n,Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band),South Fork Reservation,NV,3930,00861680
TRBF,TEMWSH,n,Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band),Wells Colony,NV,4580,00849846
TRBF,CHKSAW,nd,The Chickasaw Nation,Chickasaw OTSA,OK,5580,02418818
TRBF,CHCTWN,nd,The Choctaw Nation of Oklahoma,Choctaw OTSA,OK,5590,02418833
TRBF,MCREEK,nd,The Muscogee (Creek) Nation,Creek OTSA,OK,5620,01925077
TRBF,MCREEK,n,The Muscogee (Creek) Nation,Creek/Seminole joint-use OTSA,OK,5915,01925072
TRBF,OSAGEN,nd,The Osage Nation,Osage Reservation,OK,2595,01100113
TRBF,SMNLOK,n,The Seminole Nation of Oklahoma,Seminole OTSA,OK,5830,01925073
TRBF,SMNLOK,nd,The Seminole Nation of Oklahoma,Creek/Seminole joint-use OTSA,OK,5915,01925072
TRBF,TLPLCO,d,Thlopthlocco Tribal Town,Creek OTSA,OK,5620,01925077
TRBF,MHATAT,nd,"Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota",Fort Berthold Reservation,ND,1160,01934325
TRBF,TIMBSH,n,Timbisha Shoshone Tribe,Timbi-Sha Shoshone Reservation,CA~NV,4180,02419492
TRBF,THNODM,nd,Tohono O'odham Nation of Arizona,Tohono O'odham Nation Reservation,AZ,4200,00023763
TRBF,TLWDNI,d,Tolowa Dee-ni' Nation,Smith River Rancheria,CA,3855,00274833
TRBF,TNWSNC,nd,Tonawanda Band of Seneca,Tonawanda Reservation,NY,4225,00979554
TRBF,TNKAWA,nd,Tonkawa Tribe of Indians of Oklahoma,Tonkawa OTSA,OK,5860,01925069
TRBF,TTAPCH,nd,Tonto Apache Tribe of Arizona,Tonto Apache Reservation,AZ,4235,00032748
TRBF,TMDSCL,nd,"Torres Martinez Desert Cahuilla Indians, California",Torres-Martinez Reservation,CA,4255,00255924
AKNF,TOGIAK,nd,Traditional Village of Togiak,Togiak ANVSA,AK,7605,02419257
TRBF,TULALP,nd,Tulalip Tribes of Washington,Tulalip Reservation,WA,4290,01511575
TRBF,TULERV,nd,"Tule River Indian Tribe of the Tule River Reservation, California",Tule River Reservation,CA,4300,00275158
AKNF,TLUKSK,nd,Tuluksak Native Community,Tuluksak ANVSA,AK,7630,02419263
TRBF,TUNBIL,nd,Tunica-Biloxi Indian Tribe,Tunica-Biloxi Reservation,LA,4315,02419503
TRBF,TLMMWK,nd,Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California,Tuolumne Rancheria,CA,4330,00236635
TRBF,TRTMCH,nd,Turtle Mountain Band of Chippewa Indians of North Dakota,Turtle Mountain Reservation,MT~ND~SD,4345,01934334
TRBF,TSCARA,nd,Tuscarora Nation,Tuscarora Nation Reservation,NY,4360,00979564
TRBF,TWNPLM,nd,Twenty-Nine Palms Band of Mission Indians of California,Twenty-Nine Palms Reservation,CA,4375,00250737
AKNF,TWINHL,nd,Twin Hills Village,Twin Hills ANVSA,AK,7650,02419269
AKNF,UGASHK,n,Ugashik Village,Ugashik ANVSA,AK,7665,02419274
AKNF,UMKUMT,d,Umkumiut Native Village,Nightmute ANVSA,AK,7065,02418741
TRBF,AUBURN,n,United Auburn Indian Community of the Auburn Rancheria of California,Auburn Rancheria,CA,0120,00218454
TRBF,KCHKEE,nd,United Keetoowah Band of Cherokee Indians in Oklahoma,Cherokee OTSA,OK,5550,02418810
TRBF,UMTPNI,none,Upper Mattaponi Tribe,,,,
TRBF,UPPRSX,nd,"Upper Sioux Community, Minnesota",Upper Sioux Community,MN,4445,00653567
TRBF,USKAGT,nd,Upper Skagit Indian Tribe,Upper Skagit Reservation,WA,4455,02419510
TRBF,UTEUOR,nd,"Ute Indian Tribe of the Uintah & Ouray Reservation, Utah",Uintah and Ouray Reservation,UT,4390,01448012
TRBF,UTEMTN,nd,Ute Mountain Ute Tribe,Ute Mountain Reservation,CO~NM~UT,4470,00169579
TRBF,UUGWPT,nd,"Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California",Benton Paiute Reservation,CA,0185,02419307
AKNF,ALAKNK,nd,Village of Alakanuk,Alakanuk ANVSA,AK,6035,02418759
AKNF,ANKTVK,nd,Village of Anaktuvuk Pass,Anaktuvuk Pass ANVSA,AK,6080,02418769
AKNF,VANIAK,nd,Village of Aniak,Aniak ANVSA,AK,6105,02418773
AKNF,ATMTLK,nd,Village of Atmautluak,Atmautluak ANVSA,AK,6160,02418780
AKNF,BLLMSL,n,Village of Bill Moore's Slough,Bill Moore's ANVSA,AK,6225,02418793
AKNF,BLLMSL,d,Village of Bill Moore's Slough,Kotlik ANVSA,AK,6815,02418671
AKNF,CHFRNK,nd,Village of Chefornak,Chefornak ANVSA,AK,6275,02418807
AKNF,CLRKPT,nd,Village of Clarks Point,Clarks Point ANVSA,AK,6360,02418839
AKNF,CRKEDC,nd,Village of Crooked Creek,Crooked Creek ANVSA,AK,6390,02418852
AKNF,DOTLAK,nd,Village of Dot Lake,Dot Lake ANVSA,AK,6415,02418555
AKNF,VILMNA,nd,Village of Iliamna,Iliamna ANVSA,AK,6625,02418627
AKNF,KLSKAG,nd,Village of Kalskag,Kalskag ANVSA,AK,6685,02418638
AKNF,KALTAG,nd,Village of Kaltag,Kaltag ANVSA,AK,6690,02418639
AKNF,KOTLIK,nd,Village of Kotlik,Kotlik ANVSA,AK,6815,02418671
AKNF,LKLSKG,nd,Village of Lower Kalskag,Lower Kalskag ANVSA,AK,6890,02418690
AKNF,OHOGMT,n,Village of Ohogamiut,Ohogamiut ANVSA,AK,7145,02419155
AKNF,OHOGMT,d,Village of Ohogamiut,Marshall ANVSA,AK,6910,02418697
AKNF,REDDVL,nd,Village of Red Devil,Red Devil ANVSA,AK,7305,02419197
AKNF,SLTMUT,nd,Village of Sleetmute,Sleetmute ANVSA,AK,7495,02419223
AKNF,SOLOMN,n,Village of Solomon,Solomon ANVSA,AK,7500,02419225
AKNF,SOLOMN,d,Village of Solomon,Nome ANVSA,AK,7095,02575187
AKNF,STNYRV,nd,Village of Stony River,Stony River ANVSA,AK,7525,02419236
AKNF,VVENET,nd,Village of Venetie (See Native Village of Venetie Tribal Government),Venetie ANVSA,AK,7725,02575192
AKNF,WAINWT,nd,Village of Wainwright,Wainwright ANVSA,AK,7735,02419281
TRBF,WLKRPT,nd,"Walker River Paiute Tribe of the Walker River Reservation, Nevada",Walker River Reservation,NV,4515,00857504
TRBF,WMPNGA,nd,Wampanoag Tribe of Gay Head (Aquinnah),Wampanoag-Aquinnah Trust Land,MA,4530,02419514
TRBF,WASHOE,n,"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)",Carson Colony,NV,0510,00859157
TRBF,WASHOE,nd,"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)",Dresslerville Colony,NV,0940,00862214
TRBF,WASHOE,n,"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)",Woodfords Community,CA,4665,01985241
TRBF,WASHOE,n,"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)",Stewart Community,NV,3980,02419480
TRBF,WASHOE,n,"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)",Washoe Ranches Trust Land,CA~NV,4560,02419516
TRBF,WMAPCH,nd,"White Mountain Apache Tribe of the Fort Apache Reservation, Arizona",Fort Apache Reservation,AZ,1140,00004741
TRBF,WKWTOK,nd,"Wichita and Affiliated Tribes (Wichita, Keechi, Waco, & Tawakonie), Oklahoma",Caddo-Wichita-Delaware OTSA,OK,5540,01925075
TRBF,WKWTOK,n,"Wichita and Affiliated Tribes (Wichita, Keechi, Waco, & Tawakonie), Oklahoma",Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA,OK,5955,02418655
TRBF,WILTON,none,"Wilton Rancheria, California",,,,
TRBF,WNNBGO,nd,Winnebago Tribe of Nebraska,Winnebago Reservation,IA~NE,4625,00834982
TRBF,WNNMCA,n,Winnemucca Indian Colony of Nevada,Winnemucca Indian Colony,NV,4635,00849652
TRBF,WIYOTT,d,"Wiyot Tribe, California",Table Bluff Reservation,CA,4095,01665550
AKNF,WRNGLL,nd,Wrangell Cooperative Association,Wrangell ANVSA,AK,7755,02575193
TRBF,WYNDTT,nd,Wyandotte Nation,Wyandotte OTSA,OK,5890,02419290
AKNF,YKTTLN,nd,Yakutat Tlingit Tribe,Yakutat ANVSA,AK,7765,02419292
TRBF,YNKTSX,nd,Yankton Sioux Tribe of South Dakota,Yankton Reservation,SD,4700,01891160
TRBF,YPAPCH,nd,"Yavapai-Apache Nation of the Camp Verde Indian Reservation, Arizona",Yavapai-Apache Nation Reservation,AZ,4708,00027214
TRBF,YPPSCT,nd,Yavapai-Prescott Indian Tribe,Yavapai-Prescott Reservation,AZ,4710,00036443
TRBF,YRTNPT,nd,"Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada",Campbell Ranch,NV,0440,00848690
TRBF,YRTNPT,nd,"Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada",Yerington Colony,NV,4725,00848133
TRBF,YDWNTN,d,"Yocha Dehe Wintun Nation, California",Rumsey Indian Rancheria,CA,3265,00232012
TRBF,YMBASH,nd,"Yomba Shoshone Tribe of the Yomba Reservation, Nevada",Yomba Reservation,NV,4740,00862119
TRBF,YLSTSR,nd,Ysleta del Sur Pueblo,Ysleta del Sur Pueblo,TX,4755,02419529
TRBF,YHVTSM,nd,"Yuhaaviatam of San Manuel Nation (previously listed as San Manuel Band of Mission Indians, California)",San Manuel Reservation,CA,3445,00248904
AKNF,YUPIIT,nod,Yupiit of Andreafski,Andreafsky ANVSA,AK,6095,02418771
TRBF,YUROKT,nd,"Yurok Tribe of the Yurok Reservation, California",Yurok Reservation,CA,4760,02419530
TRBF,ZUNINM,nd,"Zuni Tribe of the Zuni Reservation, New Mexico",Zuni Reservation,AZ~NM,4785,01934346
