"Census_RaceEthCode","Census_Description"
6341,"TOHONO O’ODHAM NATION OF ARIZONA"
6341,"HIA CED O ODHAM"
6341,"O'ODHAM"
6341,"PAPAGO"
6341,"PAPGO"
6341,"SAN XAVIER"
6341,"SAN XAVIER RESERVATION"
6341,"SAND PAPAGO"
6341,"SELLS"
6341,"SELLS PAPAGO"
6341,"SELLS TOHONO O'ODHAM"
6341,"TOHONO"
6341,"TOHONO O ODHAM"
6341,"TOHONO OODHAM"
6341,"TOHONO O'ODHAM NATION OF ARIZONA"
6341,"TOHONO O'ODHAM SELLS"
6346,"TOLOWA"
6346,"CRESCENT CITY"
6347,"BIG LAGOON RANCHERIA, CALIFORNIA"
6347,"BIG LAGOON"
6347,"BIG LAGOON RANCHERIA"
6348,"ELK VALLEY RANCHERIA, CALIFORNIA"
6348,"ELK VALLEY"
6348,"ELK VALLEY RANCHERIA"
6351,"TONKAWA TRIBE OF INDIANS OF OKLAHOMA"
6351,"TONKAWA"
6351,"TONKAWA TRIBE OF OKLAHOMA"
6355,"CONFEDERATED TRIBES OF THE UMATILLA INDIAN RESERVATION"
6355,"CONFEDERATED UMATILLA TRIBE"
6355,"CTUIR"
6355,"UMATILLA"
6355,"UMATILLA TRIBE"
6358,"COW CREEK BAND OF UMPQUA TRIBE OF INDIANS"
6358,"COW CREEK"
6358,"COW CREEK UMPQUA"
6358,"CREEK COW"
6358,"CREEK COW UMPQUA"
6358,"UMPQUA COW CREEK"
6358,"UPPER UMPQUA"
6363,"SOUTHERN UTE INDIAN TRIBE OF THE SOUTHERN UTE RESERVATION, COLORADO"
6363,"CAPOTE"
6363,"MOACHE"
6363,"MOUACHE"
6363,"SOUTHERN UTE"
6363,"SOUTHERN UTE INDIAN TRIBE OF SOUTHERN UTE RESERVATION"
6363,"SOUTHERN UTE INDIAN TRIBE OF THE SOUTHERN UTE RESERVATION"
6363,"UTE SOUTHERN"
6364,"UTE INDIAN TRIBE OF THE UINTAH AND OURAY RESERVATION, UTAH"
6364,"NORTHERN UTE"
6364,"UNCOMPAHGRE"
6364,"UNCOMPAHGRE BAND"
6364,"UTE INDIAN TRIBE UINTAH OURAY"
6364,"UTE NORTHERN"
6364,"UTE UINTA"
6364,"UTE UINTAH"
6364,"UTE WHITE RIVER"
6364,"WHITE RIVER UTE"
6365,"UTE MOUNTAIN UTE TRIBE"
6365,"ALLEN CANYON"
6365,"ALLEN CANYON UTE"
6365,"MOUNTAIN UTE"
6365,"UMUT"
6365,"UTE MOUNTAIN"
6365,"UTE MOUNTAIN TRIBE OF COLORADO, NEW MEXICO, & UTAH"
6365,"UTE MOUNTAIN UTE"
6365,"UTE UTE MOUNTAIN"
6365,"WEEMINUCHE"
6365,"WHITE MESA"
6365,"WHITE MESA UTE COUNCIL"
6365,"WIMINUCHE"
6375,"MASHPEE WAMPANOAG TRIBE"
6375,"MASHPEE"
6375,"MASHPEE WAMPANOAG"
6375,"WAMPANOAG MASHPEE"
6380,"WAMPANOAG TRIBE OF GAY HEAD (AQUINNAH)"
6380,"AQUINNAH"
6380,"AQUINNAH (GAYHEAD)"
6380,"AQUINNAH WAMPANOAG"
6380,"GAY HEAD"
6380,"GAY HEAD (AQUINNAH) WAMPANOAG"
6380,"WAMPANOAG TRIBE OF GAY HEAD"
6386,"CONFEDERATED TRIBES OF THE WARM SPRINGS RESERVATION OF OREGON"
6386,"CONFEDERATED TRIBES OF WARM SPRINGS"
6386,"CONFEDERATED WARM SPRINGS"
6386,"CTWS"
6386,"TENINO"
6386,"TYGH"
6386,"WARM SPRINGS"
6386,"WARM SPRINGS CONFEDERATED TRIBES"
6386,"WARM SPRINGS TRIBES"
6391,"WASHOE TRIBE OF NEVADA AND CALIFORNIA"
6391,"CARSON COLONY"
6391,"DRESSLERVILLE COLONY"
6391,"STEWART COMMUNITY"
6391,"WASHOE"
6391,"WASHOE RANCHES"
6391,"WOODFORDS COMMUNITY"
6395,"WICHITA AND AFFILIATED TRIBES, OKLAHOMA"
6395,"KEECHI"
6395,"KICHAI"
6395,"TAWAKONI"
6395,"WACO"
6395,"WICHITA"
6395,"WICHITA TRIBE"
6403,"WINNEBAGO TRIBE OF NEBRASKA"
6403,"HO CHUNK NEBRASKA"
6403,"HOCAK NEBRASKA"
6403,"NE WINNEBAGO"
6403,"NEBRASKA WINNEBAGO"
6403,"NE-SHOCH-ACHEE"
6403,"WINNEBAGO NEBRASKA"
6408,"CACHIL DEHE BAND OF WINTUN INDIANS OF THE COLUSA INDIAN COMMUNITY OF THE COLUSA RANCHERIA, CALIFORNIA"
6408,"CACHIL DEHE"
6408,"CACHIL DEHE BAND"
6408,"CACHIL DEHE BAND OF WINTUN INDIANS OF THE COLUSA RANCHERIA"
6408,"CACHIL DEHE WINTUN"
6408,"COLUSA"
6408,"COLUSA RANCHERIA"
6409,"KLETSEL DEHE WINTUN NATION OF THE CORTINA RANCHERIA"
6409,"CORTINA"
6409,"CORTINA INDIAN RANCHERIA"
6409,"CORTINA INDIAN RANCHERIA OF WINTUN INDIANS"
6409,"CORTINA RANCHERIA"
6409,"CORTINA WINTUN"
6409,"KLETSEL DEHE BAND"
6409,"KLETSEL DEHE BAND OF WINTUN INDIANS"
6409,"KLETSEL DEHE WINTUN"
6410,"YOCHA DEHE WINTUN NATION, CALIFORNIA"
6410,"RUMSEY"
6410,"RUMSEY INDIAN RANCHERIA OF WINTUN INDIANS"
6410,"RUMSEY RANCHERIA"
6410,"RUMSEY WINTUN"
6410,"RUMSEY YOCHA DEHE WINTUN"
6410,"WINTUN YOCHA DEHE"
6410,"YOCHA DEHE"
6410,"YOCHA DEHE WINTUN"
6410,"YOCHA DEHE WINTUN NATION (RUMSEY RANCHERIA)"
6412,"GRINDSTONE INDIAN RANCHERIA OF WINTUN-WAILAKI INDIANS OF CALIFORNIA"
6412,"GRINDSTONE"
6412,"GRINDSTONE INDIAN RANCHERIA"
6412,"GRINDSTONE INDIAN RANCHERIA OF WINTUN-WAILAKI INDIANS"
6412,"WAILAKI WINTUN"
6412,"WINTUN-WAILAKI"
6414,"BLUE LAKE RANCHERIA, CALIFORNIA"
6414,"BLUE LAKE"
6414,"BLUE LAKE RANCHERIA"
6414,"BLUE LAKE WIYOT"
6415,"WIYOT TRIBE, CALIFORNIA"
6415,"HUMBOLDT BAY"
6415,"MAD RIVER"
6415,"TABLE BLUFF"
6415,"TABLE BLUFF RANCHERIA"
6415,"TABLE BLUFF WIYOT"
6415,"WIYOT"
6419,"CONFEDERATED TRIBES AND BANDS OF THE YAKAMA NATION"
6419,"CONFEDERATED YAKAMA"
6419,"KLICKITAT "
6419,"KLICKITAT (YAKAMA)"
6419,"KLINQUIT"
6419,"OCHECHOTES"
6419,"PALOOS"
6419,"PALOUSE"
6419,"PALUS"
6419,"PISQUOSE"
6419,"SAHAPTIN"
6419,"SHYIKS"
6419,"SIAPEATS"
6419,"SKINPAH"
6419,"THE YAKAMA NATION"
6419,"TOPPENISH"
6419,"WANAPUM"
6419,"WISHRAM"
6419,"YAKAMA"
6419,"YAKAMA INDIAN NATION"
6419,"YAKAMA NATION"
6419,"YAKIMA"
6419,"YAKIMA CONFEDERATED"
6424,"PASCUA YAQUI TRIBE OF ARIZONA"
6424,"BARRIO LIBRE"
6424,"HIAKI"
6424,"PASCUA YAQUI"
6424,"YOEME"
6428,"YAVAPAI-APACHE NATION OF THE CAMP VERDE INDIAN RESERVATION, ARIZONA"
6428,"APACHE CAMP VERDE YAVAPAI"
6428,"APACHE YAVAPAI"
6428,"CAMP VERDE"
6428,"CAMP VERDE YAVAPAI-APACHE"
6428,"YAVAPAI APACHE"
6428,"YAVAPAI APACHE NATION"
6428,"YAVAPAI APACHE NATION OF THE CAMP VERDE INDIAN RESERVATION"
6431,"PICAYUNE RANCHERIA OF CHUKCHANSI INDIANS OF CALIFORNIA"
6431,"CHUKCHANSI"
6431,"CHUKCHANSI YOKUTS"
6431,"PICAYUNE"
6431,"PICAYUNE RANCHERIA"
6431,"PICAYUNE RANCHERIA OF CHUKCHANSI INDIANS"
6432,"TABLE MOUNTAIN RANCHERIA"
6432,"TABLE MOUNTAIN"
6434,"TEJON INDIAN TRIBE"
6434,"KITANEMUK"
6434,"TEJON"
6435,"TULE RIVER INDIAN TRIBE OF THE TULE RIVER RESERVATION, CALIFORNIA"
6435,"TULE"
6435,"TULE RIVER"
6435,"TULE RIVER INDIAN TRIBE"
6435,"TULE RIVER RESERVATION"
6435,"TULE RIVER YOKUT"
6435,"YOKUT TULE RIVER"
6445,"COCOPAH TRIBE OF ARIZONA"
6445,"COCOPA"
6445,"COCOPAH"
6445,"KWAPA"
6446,"FORT MOJAVE INDIAN TRIBE OF ARIZONA, CALIFORNIA AND NEVADA"
6446,"AHA MACAV"
6446,"FORT MOHAVE"
6446,"FORT MOJAVE"
6446,"FORT MOJAVE INDIAN TRIBE"
6446,"FORT MOJAVE INDIAN TRIBE OF ARIZONA"
6446,"MESQUITE CREEK"
6446,"MOHAVE"
6446,"MOJAVE"
6446,"MOJAVE NEEDLES"
6446,"PIPA AHA MACAV"
6447,"HAVASUPAI TRIBE OF THE HAVASUPAI RESERVATION, ARIZONA"
6447,"HAVASUPAI"
6447,"HAVASUPAI TRIBE"
6447,"HAVASUPAI TRIBE OF THE HAVASUPAI RESERVATION"
6448,"HUALAPAI INDIAN TRIBE OF THE HUALAPAI INDIAN RESERVATION, ARIZONA"
6448,"HUALAPAI"
6448,"HUALAPAI INDIAN TRIBE"
6448,"HUALAPAI INDIAN TRIBE OF THE HUALAPAI RESERVATION"
6448,"WALAPAI"
6450,"QUECHAN TRIBE OF THE FORT YUMA INDIAN RESERVATION, CALIFORNIA AND ARIZONA"
6450,"FORT YUMA"
6450,"FORT YUMA QUECHAN"
6450,"QUECHAN"
6450,"QUECHAN FORT YUMA"
6450,"YUMA"
6451,"YAVAPAI-PRESCOTT INDIAN TRIBE"
6451,"PRESCOTT"
6451,"YAVAPAI"
6451,"YAVAPAI PRESCOTT"
6451,"YAVAPAI PRESCOTT TRIBE"
6451,"YAVAPAI-PRESCOTT TRIBE OF THE YAVAPAI RESERVATION"
6451,"YPIT"
6451,"YPIT (YAVAPAI-PRESCOTT TRIBE)"
6455,"YUROK TRIBE OF THE YUROK RESERVATION, CALIFORNIA"
6455,"COAST INDIAN"
6455,"YUROK"
6455,"YUROK TRIBE"
6456,"RESIGHINI RANCHERIA, CALIFORNIA"
6456,"COAST YUROK"
6456,"KLAMATH RIVER"
6456,"PULIKLA"
6456,"REQUA"
6456,"RESIGHINI"
6456,"RESIGHINI RANCHERIA"
6456,"UPPER KLAMATH RIVER"
