"Census_RaceEthCode","Census_Description"
5720,"COOS LOWER UMPQUA SIUSLAW"
5720,"CTCLUSI"
5720,"CTCLUSI (CONFEDERATED TRIBES OF COOS, LOWER UMPQUA, AND SIUSLAW INDIANS)"
5720,"HANIS COOS"
5720,"LOWER UMPQUA"
5720,"MILUK COOS"
5720,"SUISLAW"
5722,"COQUILLE INDIAN TRIBE"
5722,"COQUILLE"
5722,"COQUILLE TRIBE OF OREGON"
5722,"COQUILLES"
5722,"HUTSUWA CORP"
5722,"KO'KWEL"
5722,"LOWER COQUILLES"
5722,"UPPER COQUILLES"
5727,"ALABAMA-COUSHATTA TRIBE OF TEXAS"
5727,"ALABAMA COUSHATTA"
5727,"ALABAMA KOASATI"
5727,"ALABAMA-COUSHATTA TRIBES OF TEXAS"
5727,"COUSHATTA ALABAMA"
5727,"KOASATI ALABAMA"
5728,"COUSHATTA TRIBE OF LOUISIANA"
5728,"COUSHATTA LOUISIANA"
5728,"LOUISIANA COUSHATTA"
5731,"COWLITZ INDIAN TRIBE"
5731,"COWLITZ"
5735,"THE MUSCOGEE (CREEK) NATION"
5735,"BROKEN ARROW"
5735,"COWETA"
5735,"CREEK NATION OF OKLAHOMA"
5735,"CREEK OKLAHOMA"
5735,"EASTERN MUSCOGEE"
5735,"EUFALA"
5735,"GREENLEAF"
5735,"MCN"
5735,"MUSCOGEE CREEK NATION"
5735,"MUSCOGEE NATION"
5735,"MUSKOGEE CREEK NATION"
5735,"OKFUSKEE"
5735,"OKLAHOMA CREEK"
5735,"WEWOKA"
5736,"ALABAMA-QUASSARTE TRIBAL TOWN"
5736,"ALABAMA QUASSARTE"
5736,"ALABAMA QUASSARTE (AQ)"
5736,"ALABAMA TRIBE"
5736,"ALIBAMU"
5736,"QUASSARTE"
5736,"QUASSARTE ALABAMA"
5739,"KIALEGEE TRIBAL TOWN"
5739,"KIALEGEE"
5739,"KTT"
5744,"POARCH BAND OF CREEK INDIANS"
5744,"ALABAMA POARCH CREEK"
5744,"CREEK POARCH BAND"
5744,"CREEK POARCH BAND INDIANS"
5744,"FRIENDLY POARCH"
5744,"PBCI"
5744,"PBCI (POARCH BAND OF CREEK INDIANS)"
5744,"POARCH"
5744,"POARCH BAND"
5744,"POARCH BAND CREEK INDIANS"
5744,"POARCH BAND OF CREEKS"
5744,"POARCH CREEK"
5744,"WIND CREEK TRIBE"
5746,"THLOPTHLOCCO TRIBAL TOWN"
5746,"THLOPTHLOCCO"
5752,"CROW TRIBE OF MONTANA"
5752,"ABSARAKA"
5752,"ABSAROKA"
5752,"ABSAROKEE"
5752,"APSAALOOKE"
5752,"CROW"
5752,"CROW NATION"
5763,"DELAWARE NATION, OKLAHOMA"
5763,"ABSENTEE DELAWARE"
5763,"DELAWARE ABSENTEE"
5763,"DELAWARE NATION"
5763,"DELAWARE OF WESTERN OKLAHOMA"
5763,"DELAWARE TRIBE OF WESTERN OKLAHOMA"
5763,"WESTERN DELAWARE"
5763,"WESTERN TRIBE OF DELAWARES"
5764,"DELAWARE TRIBE OF INDIANS"
5764,"CHEROKEE DELAWARE TRIBE"
5764,"DELAWARE CHEROKEE TRIBE"
5764,"DELAWARE EAST OF OKLAHOMA"
5764,"DELAWARE EASTERN"
5764,"DELAWARE TRIBE"
5764,"DELAWARE TRIBE OF INDIANS, OKLAHOMA"
5764,"EASTERN DELAWARE"
5764,"EASTERN DELAWARE NATION"
5773,"CAMPO BAND OF DIEGUENO MISSION INDIANS OF THE CAMPO INDIAN RESERVATION, CALIFORNIA"
5773,"CAMPO"
5773,"CAMPO BAND OF DIEGUENO MISSION INDIANS"
5773,"CAMPO INDIAN RESERVATION"
5773,"CAMPO KUMEYAAY"
5774,"CAPITAN GRANDE BAND OF DIEGUENO MISSION INDIANS OF CALIFORNIA"
5774,"CAPITAN GRANDE"
5774,"CAPITAN GRANDE BAND"
5774,"CAPITAN GRANDE BAND OF DIEGUENO MISSION INDIANS"
5775,"EWIIAAPAAYP BAND OF KUMEYAAY INDIANS, CALIFORNIA"
5775,"CUYAPAIPE RESERVATION"
5775,"EWIIAAPAAYP"
5775,"EWIIAAPAAYP BAND OF KUMEYAAY INDIANS"
5776,"IIPAY NATION OF SANTA YSABEL, CALIFORNIA"
5776,"IIPAY NATION OF SANTA YSABEL"
5776,"SANTA ISABEL DIEGUENO"
5776,"SANTA YSABEL RESERVATION"
5777,"INAJA BAND OF DIEGUENO MISSION INDIANS OF THE INAJA AND COSMIT RESERVATION, CALIFORNIA"
5777,"INAJA"
5777,"INAJA AND COSMIT RESERVATION"
5777,"INAJA BAND OF DIEGUENO MISSION INDIANS"
5777,"INAJA BAND OF DIEGUENO MISSION INDIANS OF THE INAJA AND COSMIT RESERVATION"
5778,"JAMUL INDIAN VILLAGE OF CALIFORNIA"
5778,"JAMUL"
5778,"JAMUL INDIAN VILLAGE"
5779,"LA POSTA BAND OF DIEGUENO MISSION INDIANS OF THE LA POSTA INDIAN RESERVATION, CALIFORNIA"
5779,"LA POSTA"
5779,"LA POSTA BAND INDIAN RESERVATION"
5779,"LA POSTA BAND OF DIEGUENO MISSION INDIANS"
5780,"MANZANITA BAND OF DIEGUENO MISSION INDIANS OF THE MANZANITA RESERVATION, CALIFORNIA"
5780,"MANZANITA"
5780,"MANZANITA BAND OF DIEGUENO MISSION INDIANS"
5780,"MANZANITA RESERVATION"
5781,"MESA GRANDE BAND OF DIEGUENO MISSION INDIANS OF THE MESA GRANDE RESERVATION, CALIFORNIA"
5781,"MESA GRANDE"
5781,"MESA GRANDE BAND OF DIEGUENO MISSION INDIANS"
5781,"MESA GRANDE RESERVATION"
5782,"SAN PASQUAL BAND OF DIEGUENO MISSION INDIANS OF CALIFORNIA"
5782,"SAN PASQUAL"
5782,"SAN PASQUAL BAND OF DIEGUENO MISSION INDIANS"
5782,"SAN PASQUAL RESERVATION"
5783,"SYCUAN BAND OF THE KUMEYAAY NATION"
5783,"SYCUAN"
5783,"SYCUAN RESERVATION"
5795,"NANSEMOND INDIAN NATION"
5795,"NANSEMOND INDIAN TRIBAL ASSOCIATION"
5795,"NANSEMOND INDIAN TRIBE"
5795,"NANSEMOND "
5808,"TUNICA-BILOXI INDIAN TRIBE"
5808,"TUNICA BILOXI"
5808,"TUNICA BILOXI INDIAN TRIBE OF LOUISIANA"
5820,"FORT BELKNAP INDIAN COMMUNITY OF THE FORT BELKNAP RESERVATION OF MONTANA"
5820,"ASSINIBOINE AND GROS VENTRE TRIBES"
5820,"BELKNAP"
5820,"FORT BELKNAP"
5820,"FORT BELKNAP ASSINIBOINE"
5820,"FORT BELKNAP GROS VENTRE & ASSINIBOINE INDIAN COMMUNITY"
5820,"FORT BELKNAP GROS VENTRES"
5820,"FORT BELKNAP INDIAN COMMUNITY"
5820,"FORT BELKNAP INDIAN COMMUNITY OF THE FORT BELKNAP RESERVATION"
5820,"FORT BELKNAP INDIAN COMMUNITY OF THE FT. BELKNAP RESERV."
5820,"GROS VENTRE ASSINIBOINE OF THE FT BELKNAP"
5824,"SHOSHONE-BANNOCK TRIBES OF THE FORT HALL RESERVATION"
5824,"FORT HALL"
5824,"SHOBAN"
5824,"SHOSHONE BANNOCK"
5827,"FORT MCDOWELL YAVAPAI NATION, ARIZONA"
5827,"APACHE FORT MCDOWELL MOHAVE"
5827,"APACHE MOHAVE"
5827,"FORT MCDOWELL"
5827,"FORT MCDOWELL MOHAVE-APACHE"
5827,"FORT MCDOWELL YAVAPAI NATION"
5827,"MOHAVE APACHE"
5831,"CONFEDERATED TRIBES OF THE GRAND RONDE COMMUNITY OF OREGON"
5831,"CONFEDERATED GRAND RONDE"
5831,"CONFEDERATED TRIBES OF THE GRAND RONDE COMMUNITY"
5831,"CTGR"
5831,"GRAND RONDE"
5831,"GRAND RONDE TRIBES"
5842,"HO-CHUNK NATION OF WISCONSIN"
5842,"HO CHUNK"
5842,"HO CHUNK NATION"
5842,"HOCHUNK WINNEBAGO"
5842,"WISCONSIN WINNEBAGO"
5844,"HOOPA VALLEY TRIBE, CALIFORNIA"
5844,"HOOPA"
5844,"HOOPA VALLEY TRIBE"
5844,"HUPA NATINIXWE"
5851,"HOPI TRIBE OF ARIZONA"
5851,"ARIZONA TEWA"
5851,"HOPI"
5859,"IOWA TRIBE OF KANSAS AND NEBRASKA"
5859,"IOWA KANSAS"
5859,"IOWA OF KANSAS"
5859,"NEBRASKA IOWA"
5860,"IOWA TRIBE OF OKLAHOMA"
5860,"IOWA OF OKLAHOMA"
5860,"IOWAY OF OKLAHOMA"
5864,"CAYUGA NATION"
5864,"CAYUGA"
5864,"CAYUGA NATION OF NEW YORK"
5867,"ONEIDA INDIAN NATION"
5867,"ONEIDA NATION OF NEW YORK"
5867,"ONEIDA OF NY"
5868,"ONONDAGA NATION"
5868,"ONONDAGA"
5869,"SAINT REGIS MOHAWK TRIBE"
5869,"AKWESASNE"
5869,"AKWESASNE MOHAWK"
5869,"MOHAWK AKWESASNE"
5869,"SAINT REGIS"
5869,"ST REGIS BAND OF MOHAWK INDIANS IN NEW YORK"
5869,"ST REGIS MOHAWK"
5870,"SENECA NATION OF INDIANS"
5870,"ALLEGANY"
5870,"CATTARAUGUS"
5870,"SALAMANCA"
5870,"SENECA"
5872,"SENECA-CAYUGA NATION"
5872,"SENECA CAYUGA"
5872,"SENECA CAYUGA TRIBE OF OKLAHOMA"
5873,"TONAWANDA BAND OF SENECA"
5873,"TONAWANDA"
5873,"TONAWANDA BAND OF SENECA INDIANS"
5874,"TUSCARORA NATION"
5874,"TUSCARORA"
5875,"WYANDOTTE NATION"
5875,"WYANDOTTE"
5880,"KALISPEL INDIAN COMMUNITY OF THE KALISPEL RESERVATION"
5880,"KALISPEL"
5880,"KALISPEL INDIAN COMMUNITY"
5882,"KARUK TRIBE"
5882,"KARUK"
5884,"KAW NATION, OKLAHOMA"
5884,"KANZA"
5884,"KAW"
5884,"KAW NATION"
5887,"KICKAPOO TRADITIONAL TRIBE OF TEXAS"
5887,"KICKAPOO OF TEXAS"
5887,"KTTT"
5887,"TEXAS KICKAPOO"
5887,"THE TRIBE IN EAGLE PASS"
5888,"KICKAPOO TRIBE OF INDIANS OF THE KICKAPOO RESERVATION IN KANSAS"
5888,"KANSAS KICKAPOO"
5888,"KICKAPOO TRIBE IN KANSAS"
5888,"KICKAPOO TRIBE OF INDIANS IN KANSAS"
5889,"KICKAPOO TRIBE OF OKLAHOMA"
5889,"KICKAPOO OF OKLAHOMA"
5889,"OKLAHOMA KICKAPOO"
5892,"KIOWA INDIAN TRIBE OF OKLAHOMA"
5896,"KLAMATH TRIBES"
5896,"KLAMATH"
5896,"KLAMATH INDIAN TRIBE OF OREGON"
5896,"KLAMATH MODOC"
5896,"YAHOOSKIN BAND OF SNAKE"
5900,"KOOTENAI TRIBE OF IDAHO"
5900,"KOOTENAI"
5900,"KOOTENAI TRIBE"
5900,"KTUNAXA"
5913,"LA JOLLA BAND OF LUISENO INDIANS, CALIFORNIA"
5913,"LA JOLLA"
5913,"LA JOLLA BAND OF LUISENO MISSION INDIANS"
5913,"LA JOLLA MISSION"
5913,"LA JOLLA RESERVATION"
5913,"POTRERO"
5914,"PALA BAND OF MISSION INDIANS"
5914,"MISSION PALA"
5914,"PALA"
5914,"PALA BAND OF LUISENO MISSION INDIANS"
5914,"PALA CAHUILLA"
5914,"PALA MISSION"
5915,"PAUMA BAND OF LUISENO MISSION INDIANS OF THE PAUMA AND YUIMA RESERVATION, CALIFORNIA"
5915,"LUISENO PAUMA"
5915,"MISSION PAUMA"
5915,"PAUMA"
5915,"PAUMA & YUIMA RESERVATION"
5915,"PAUMA BAND MISSION"
5915,"PAUMA BAND OF LUISENO MISSION INDIANS"
5915,"PAUMA-YUIMA"
5915,"YUIMA"
5916,"PECHANGA BAND OF INDIANS"
5916,"MISSION PECHANGA"
5916,"PECHANGA"
5916,"PECHANGA BAND OF LUISENO MISSION INDIANS"
5916,"PECHANGA BAND OF LUISENO MISSION INDIANS OF THE PECHANGA RESERVATION, CALIFORNIA"
5916,"PECHANGA RESERVATION"
5917,"RINCON BAND OF LUISENO MISSION INDIANS OF RINCON RESERVATION, CALIFORNIA"
5917,"RINCON"
5917,"RINCON BAND OF LUISENO MISSION INDIANS"
5917,"RINCON RESERVATION"
5918,"SOBOBA BAND OF LUISENO INDIANS, CALIFORNIA"
5918,"MISSION SOBOBA"
5918,"SOBOBA"
5918,"SOBOBA BAND OF LUISENO INDIANS"
5918,"SOBOBA LUISENO"
5918,"SOBOBA MISSION"
5920,"TWENTY-NINE PALMS BAND OF MISSION INDIANS OF CALIFORNIA"
5920,"MISSION TWENTY-NINE PALMS"
5920,"TWENTY-NINE PALMS"
5920,"TWENTY-NINE PALMS BAND OF LUISENO MISSION INDIANS"
5920,"TWENTY-NINE PALMS RESERVATION"
5922,"CHERAW"
5922,"LUMBEE"
5922,"LUMBEE TRIBE OF NORTH CAROLINA"
5922,"LUMBERTON"
5922,"PEMBROKE"
5922,"PEMBROKE LUMBEE"
5922,"SAURA INDIAN"
5924,"LUMMI TRIBE OF THE LUMMI RESERVATION"
5924,"ALUMNI NATION"
5924,"LUMI ALASKAN"
5924,"LUMMI"
5924,"LUMMI BELLINGHAM"
5924,"LUMMI INDIAN NATION"
5924,"LUMMI TRIBE"
5924,"PAN LUMMIE"
5924,"SONGISH"
5927,"BERRY CREEK RANCHERIA OF MAIDU INDIANS OF CALIFORNIA"
5927,"BERRY CREEK"
5927,"BERRY CREEK RANCHERIA OF MAIDU INDIANS"
5927,"CREEK BERRY"
5927,"TYME MAIDU"
5928,"ENTERPRISE RANCHERIA OF MAIDU INDIANS OF CALIFORNIA"
5928,"ENTERPRISE"
5928,"ENTERPRISE RANCHERIA"
5928,"ENTERPRISE RANCHERIA OF MAIDU INDIANS"
5928,"ESTOM YUMEKA MAIDU"
5929,"GREENVILLE RANCHERIA"
5929,"GREENVILLE"
5929,"GREENVILLE RANCHERIA OF MAIDU INDIANS"
5930,"MECHOOPDA INDIAN TRIBE OF CHICO RANCHERIA, CALIFORNIA"
5930,"CHICO RANCHERIA"
5930,"MECHOOPDA"
5930,"MECHOOPDA INDIAN TRIBE OF CHICO RANCHERIA"
5931,"MOORETOWN RANCHERIA OF MAIDU INDIANS OF CALIFORNIA"
5931,"MOORETOWN RANCHERIA"
5931,"MOORETOWN RANCHERIA OF MAIDU INDIANS"
5934,"UNITED AUBURN INDIAN COMMUNITY OF THE AUBURN RANCHERIA OF CALIFORNIA"
5934,"UAIC"
5934,"UNITED AUBURN"
5934,"UNITED AUBURN INDIAN COMMUNITY"
5934,"UNITED AUBURN RANCHERIA"
5936,"MAKAH INDIAN TRIBE OF THE MAKAH INDIAN RESERVATION"
5936,"MAKAH"
5936,"MAKAH INDIAN TRIBE"
5939,"HOULTON BAND OF MALISEET INDIANS"
5939,"HOULTON"
5944,"UPPER MATTAPONI TRIBE"
5944,"THE UPPER MATTAPONI TRIBE"
5944,"UPPER MATTAPONI"
5948,"MENOMINEE INDIAN TRIBE OF WISCONSIN"
5948,"MENOMINEE"
5948,"MENOMINEE INDIAN TRIBE"
5955,"MIAMI TRIBE OF OKLAHOMA"
5955,"MIAMI OKLAHOMA"
5957,"MICCOSUKEE TRIBE OF INDIANS"
5957,"MICCOSUKEE"
5957,"MICCOSUKEE TRIBE OF INDIANS OF FLORIDA"
5960,"MI’KMAQ NATION"
5960,"AROOSTOOK BAND OF MICMAC INDIANS"
5960,"AROOSTOOK BAND OF MICMACS"
5965,"CAHUILLA BAND OF INDIANS"
5965,"CAHUILLA RANCHERIA"
5965,"MOUNTAIN CAHUILLA"
5970,"BUENA VISTA RANCHERIA OF ME-WUK INDIANS OF CALIFORNIA"
5970,"BUENA VISTA RANCHERIA"
5971,"CHICKEN RANCH RANCHERIA OF ME-WUK INDIANS OF CALIFORNIA"
5971,"CHICKEN RANCH"
5971,"CHICKEN RANCH RANCHERIA"
5971,"CHICKEN RANCH RANCHERIA OF ME-WUK INDIANS"
5972,"IONE BAND OF MIWOK INDIANS OF CALIFORNIA"
5972,"IONE"
5972,"IONE BAND OF MIWOK INDIANS"
5973,"JACKSON BAND OF MIWUK INDIANS"
5973,"JACKSON RANCHERIA"
5973,"JACKSON RANCHERIA OF ME-WUK INDIANS OF CALIFORNIA"
5974,"SHINGLE SPRINGS BAND OF MIWOK INDIANS, SHINGLE SPRINGS RANCHERIA (VERONA TRACT), CALIFORNIA"
5974,"SHINGLE SPRINGS"
5974,"SHINGLE SPRINGS BAND OF MIWOK INDIANS"
5974,"SHINGLE SPRINGS RANCHERIA"
5975,"TUOLUMNE BAND OF ME-WUK INDIANS OF THE TUOLUMNE RANCHERIA OF CALIFORNIA"
5975,"TUOLUMNE"
5975,"TUOLUMNE BAND OF ME-WUK INDIANS OF CALIFORNIA"
5975,"TUOLUMNE RANCHERIA"
5976,"WILTON RANCHERIA, CALIFORNIA"
5976,"WILTON"
5976,"WILTON RANCHERIA"
5980,"MODOC NATION"
5980,"THE MODOC TRIBE OF OKLAHOMA"
5984,"MOHEGAN TRIBE OF INDIANS OF CONNECTICUT"
5984,"MOHEGAN"
5984,"MOHEGAN INDIAN TRIBE"
5986,"MONACAN INDIAN NATION"
5989,"BIG SANDY RANCHERIA OF WESTERN MONO INDIANS OF CALIFORNIA"
5989,"BIG SANDY"
5990,"COLD SPRINGS RANCHERIA OF MONO INDIANS OF CALIFORNIA"
5990,"COLD SPRINGS"
5990,"COLD SPRINGS RANCHERIA OF MONO INDIANS"
5991,"NORTHFORK RANCHERIA OF MONO INDIANS OF CALIFORNIA"
5991,"NORTH FORK"
5991,"NORTH FORK RANCHERIA"
5991,"NORTH FORK RANCHERIA OF MONO INDIANS"
5997,"NARRAGANSETT INDIAN TRIBE"
5997,"NARRAGANSETT"
5999,"NAVAJO NATION, ARIZONA, NEW MEXICO, AND UTAH"
5999,"DINE"
5999,"NAVAJO"
5999,"NAVAJO DINE"
5999,"NAVAJO NATION"
6001,"NEZ PERCE TRIBE"
6001,"NEZ PERCE"
6001,"NEZ PERCE TRIBE OF IDAHO"
6001,"NIMIIPUU"
6009,"PASKENTA BAND OF NOMLAKI INDIANS OF CALIFORNIA"
6009,"PASKENTA"
6009,"PASKENTA BAND OF NOMLAKI INDIANS"
6023,"OMAHA TRIBE OF NEBRASKA"
6023,"OMAHA"
6025,"ONEIDA NATION"
6025,"ONEIDA NATION (WISCONSIN)"
6025,"ONEIDA OF WI"
6025,"ONEIDA OF WISCONSIN"
6025,"ONEIDA TRIBE"
6025,"ONEIDA TRIBE OF INDIANS"
6029,"THE OSAGE NATION"
6029,"OSAGE"
6029,"OSAGE NATION"
6029,"OSAGE TRIBE, OKLAHOMA"
6031,"OTOE-MISSOURIA TRIBE OF INDIANS, OKLAHOMA"
6031,"MISSOURIA "
6031,"OTOE"
6031,"OTOE MISSOURIA"
6031,"OTOE-MISSOURIA TRIBE OF INDIANS"
6035,"LITTLE RIVER BAND OF OTTAWA INDIANS, MICHIGAN"
6035,"LITTLE RIVER"
6035,"LITTLE RIVER BAND OF OTTAWA INDIANS OF MICHIGAN"
6035,"LRBOI"
6036,"LITTLE TRAVERSE BAY BANDS OF ODAWA INDIANS, MICHIGAN"
6036,"LITTLE TRAVERSE"
6036,"LITTLE TRAVERSE BAY BANDS OF ODAWA INDIANS"
6036,"LTBB"
6037,"OTTAWA TRIBE OF OKLAHOMA"
6044,"BIG PINE PAIUTE TRIBE OF THE OWENS VALLEY"
6044,"BIG PINE RESERVATION"
6045,"BRIDGEPORT INDIAN COLONY"
6045,"BRIDGEPORT"
6045,"BRIDGEPORT PAIUTE INDIAN COLONY"
6046,"BURNS PAIUTE TRIBE"
6046,"BURNS PAIUTE"
6047,"CEDARVILLE RANCHERIA, CALIFORNIA"
6047,"CEDARVILLE"
6047,"CEDARVILLE RANCHERIA"
6048,"FORT BIDWELL INDIAN COMMUNITY OF THE FORT BIDWELL RESERVATION OF CALIFORNIA"
6048,"FORT BIDWELL"
6048,"FORT BIDWELL INDIAN COMMUNITY"
6048,"FORT BIDWELL RESERVATION"
6049,"FORT INDEPENDENCE INDIAN COMMUNITY OF PAIUTE INDIANS OF THE FORT INDEPENDENCE RESERVATION, CALIFORNIA"
6049,"FORT INDEPENDENCE"
6049,"FORT INDEPENDENCE INDIAN COMMUNITY"
6049,"FORT INDEPENDENCE RESERVATION"
6050,"KAIBAB BAND OF PAIUTE INDIANS OF THE KAIBAB INDIAN RESERVATION, ARIZONA"
6050,"KAIBAB"
6050,"KAIBAB BAND OF PAIUTE INDIANS OF THE KAIBAB INDIAN RESERVATION"
6050,"KAIBAB PAIUTE TRIBE"
6051,"LAS VEGAS TRIBE OF PAIUTE INDIANS OF THE LAS VEGAS INDIAN COLONY, NEVADA"
6051,"LAS VEGAS TRIBE OF PAIUTE INDIANS OF THE LAS VEGAS INDIAN COLONY"
6052,"LOVELOCK PAIUTE TRIBE OF THE LOVELOCK INDIAN COLONY, NEVADA"
6054,"MOAPA BAND OF PAIUTE INDIANS OF THE MOAPA RIVER INDIAN RESERVATION, NEVADA"
6054,"MOAPA"
6056,"PAIUTE INDIAN TRIBE OF UTAH"
6056,"CEDAR BAND OF PAIUTES"
6056,"INDIAN PEAKS BAND OF PAIUTES"
6056,"KANOSH BAND OF PAIUTES"
6056,"KOOSHAREM BAND OF PAIUTES"
6056,"PAIUTE INDIAN TRIBE OF UTAH (SOUTHERN PAIUTE)"
6056,"PAIUTE OF UTAH"
6056,"SHIVWITS BAND OF PAIUTES"
6057,"PYRAMID LAKE PAIUTE TRIBE OF THE PYRAMID LAKE RESERVATION, NEVADA"
6057,"PLPT"
6057,"PYRAMID LAKE"
6057,"PYRAMID LAKE PAIUTE"
6057,"PYRAMID LAKE PAIUTE TRIBE"
6058,"SAN JUAN SOUTHERN PAIUTE TRIBE OF ARIZONA"
6059,"SUMMIT LAKE PAIUTE TRIBE OF NEVADA"
6059,"SUMMIT LAKE"
6060,"SUSANVILLE INDIAN RANCHERIA, CALIFORNIA"
6060,"SUSANVILLE"
6061,"UTU UTU GWAITU PAIUTE TRIBE OF THE BENTON PAIUTE RESERVATION, CALIFORNIA"
6061,"BENTON"
6061,"BENTON PAIUTE RESERVATION"
6061,"UTU UTU GWAITU PAIUTE TRIBE"
6062,"WALKER RIVER PAIUTE TRIBE OF THE WALKER RIVER RESERVATION, NEVADA"
6062,"WALKER RIVER"
6062,"WALKER RIVER PAIUTE"
6062,"WALKER RIVER PAIUTE TRIBE"
6063,"WINNEMUCCA INDIAN COLONY OF NEVADA"
6063,"WINNEMUCCA"
6065,"YERINGTON PAIUTE TRIBE OF THE YERINGTON COLONY AND CAMPBELL RANCH, NEVADA"
6065,"YERINGTON"
6065,"YERINGTON PAIUTE TRIBE"
6069,"FORT MCDERMITT PAIUTE AND SHOSHONE TRIBES OF THE FORT MCDERMITT INDIAN RESERVATION, NEVADA AND OREGON"
6069,"FORT MCDERMITT"
6069,"FORT MCDERMITT PAIUTE AND SHOSHONE TRIBE"
6069,"FORT MCDERMITT PAIUTE AND SHOSHONE TRIBE OF NEVADA AND OREGON"
6070,"LONE PINE PAIUTE-SHOSHONE TRIBE"
6070,"LONE PINE"
6070,"LONE PINE PAIUTE"
6070,"LONE PINE PAIUTE SHOSHONE"
6070,"LONE PINE RANCHERIA"
6070,"LONE PINE SHOSHONE"
6070,"PAIUTE SHOSHONE LONE PINE"
6071,"PAIUTE-SHOSHONE TRIBE OF THE FALLON RESERVATION AND COLONY, NEVADA"
6071,"FALLON BUSINESS COUNCIL"
6071,"FALLON PAIUTE"
6071,"FALLON PAIUTE SHOSHONE"
6071,"FALLON SHOSHONE"
6071,"FALLON SHOSHONE PAIUTE"
6071,"PAIUTE SHOSHONE FALLON"
6072,"BISHOP PAIUTE TRIBE"
6072,"BISHOP PAIUTE"
6072,"BISHOP PAIUTE RESERVATION"
6072,"BISHOP PAIUTE SHOSHONE"
6072,"BISHOP PAIUTE TRIBE OF THE OWENS VALLEY"
6072,"BISHOP SHOSHONE"
6072,"BISHOP SHOSHONE PAIUTE"
6072,"OWENS VALLEY PAIUTE"
6072,"PAIUTE BISHOP"
6072,"PAIUTE SHOSHONE BISHOP"
6072,"SHOSHONE BISHOP"
6073,"SHOSHONE-PAIUTE TRIBES OF THE DUCK VALLEY RESERVATION, NEVADA"
6073,"DUCK VALLEY"
6073,"DUCK VALLEY PAIUTE"
6073,"DUCK VALLEY PAIUTE SHOSHONE"
6073,"DUCK VALLEY SHOSHONE"
6073,"DUCK VALLEY SHOSHONE PAIUTE"
6073,"PAIUTE DUCK VALLEY"
6073,"SHOSHONE DUCK VALLEY"
6073,"SHOSHONE-PAIUTE"
6073,"SHOSHONE-PAIUTE TRIBES OF THE DUCK VALLEY RESERVATION"
6078,"PAMUNKEY INDIAN TRIBE"
6078,"PAMUNKEY"
6081,"PASSAMAQUODDY TRIBE"
6081,"INDIAN TOWNSHIP"
6081,"PASSAMAQUODDY"
6081,"PASSAMAQUODDY INDIAN TOWNSHIP"
6081,"PASSAMAQUODDY PLEASANT POINT "
6081,"PLEASANT POINT PASSAMAQUODDY"
6086,"PAWNEE NATION OF OKLAHOMA"
6090,"PENOBSCOT NATION"
6090,"PENOBSCOT"
6090,"PENOBSCOT TRIBE OF MAINE"
6093,"PEORIA TRIBE OF INDIANS OF OKLAHOMA"
6093,"KASKASKIA INDIAN "
6093,"PEORIA"
6093,"PEORIA TRIBE"
6093,"TAMAROA TRIBE"
6099,"MASHANTUCKET PEQUOT INDIAN TRIBE"
6099,"MASHANTUCKET PEQUOT"
6099,"MASHANTUCKET PEQUOT TRIBE OF CONNECTICUT"
6099,"MASHANTUCKET WESTERN PEQUOT TRIBE"
6103,"GILA RIVER INDIAN COMMUNITY OF THE GILA RIVER INDIAN RESERVATION, ARIZONA"
6103,"GILA RIVER"
6103,"GILA RIVER INDIAN"
6103,"GILA RIVER INDIAN COMMUNITY"
6103,"GILA RIVER INDIAN COMMUNITY OF THE GILA RIVER INDIAN RESERVATION"
6103,"GRIC"
6105,"SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY OF THE SALT RIVER RESERVATION, ARIZONA"
6105,"SALT RIVER"
6105,"SALT RIVER PIMA"
6105,"SALT RIVER PIMA MARICOPA INDIAN COMMUNITY"
6105,"SRPMI"
6105,"SRPMIC"
6112,"ALTURAS INDIAN RANCHERIA, CALIFORNIA"
6112,"ALTURAS"
6112,"ALTURAS INDIAN RANCHERIA"
6113,"PIT RIVER TRIBE, CALIFORNIA"
6113,"PIT RIVER"
6113,"PIT RIVER TRIBE OF CALIFORNIA"
6118,"BIG VALLEY BAND OF POMO INDIANS OF THE BIG VALLEY RANCHERIA, CALIFORNIA"
6118,"BIG VALLEY BAND OF POMO INDIANS"
6118,"BIG VALLEY BAND OF POMO INDIANS OF THE BIG VALLEY RANCHERIA"
6118,"BIG VALLEY RANCHERIA"
6120,"CLOVERDALE RANCHERIA OF POMO INDIANS OF CALIFORNIA"
6120,"CLOVERDALE"
6120,"CLOVERDALE RANCHERIA"
6121,"COYOTE VALLEY BAND OF POMO INDIANS OF CALIFORNIA"
6121,"COYOTE VALLEY"
6122,"DRY CREEK RANCHERIA BAND OF POMO INDIANS, CALIFORNIA"
6122,"DRY CREEK"
6122,"DRY CREEK RANCHERIA"
6122,"DRY CREEK RANCHERIA POMO"
6124,"ELEM INDIAN COLONY OF POMO INDIANS OF THE SULPHUR BANK RANCHERIA, CALIFORNIA"
6124,"ELEM"
6124,"ELEM INDIAN COLONY"
6124,"ELEM INDIAN COLONY OF THE SULPHUR BANK RANCHERIA"
6125,"FEDERATED INDIANS OF GRATON RANCHERIA, CALIFORNIA"
6125,"COAST MIWOK"
6125,"COAST POMO"
6125,"FEDERATED INDIANS OF GRATON"
