"id_AK","id_temp","match","FRN_NameAsPublished","AIANNH_Geoname_Full","STATES","AIANNHCE","AIANNHNS"
"TR48",458,"d","Seneca Nation of Indians","Allegany Reservation","NY",80,978667
"TR48",458,"r","Seneca Nation of Indians","Cattaraugus Reservation","NY",540,978804
"TR48",458,"r","Seneca Nation of Indians","Oil Springs Reservation","NY",2535,959239
"TR48",457,"nd","Seneca-Cayuga Nation","Seneca-Cayuga OTSA","OK",5835,2419214
"AKNV",434,"nd","Shageluk Native Village","Shageluk ANVSA","AK",7440,2419215
"TR48",437,"nd","Shakopee Mdewakanton Sioux Community of Minnesota","Shakopee Mdewakanton Sioux Community","MN~SD",3680,649741
"TR48",432,"d","Shawnee Tribe","Ottawa OTSA","OK",5770,2419159
"TR48",440,"nd","Sherwood Valley Rancheria of Pomo Indians of California","Sherwood Valley Rancheria","CA",3735,232986
"TR48",442,"nd","Shingle Springs Band of Miwok Indians, Shingle Springs Rancheria (Verona Tract), California","Shingle Springs Rancheria","CA",3750,233021
"TR48",439,"nd","Shinnecock Indian Nation","Shinnecock (State) Reservation","NY",9370,979494
"TR48",436,"n","Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation","Shoalwater Bay Indian Reservation","WA",3780,1508317
"TR48",433,"nd","Shoshone-Bannock Tribes of the Fort Hall Reservation","Fort Hall Reservation","ID",1185,399059
"TR48",441,"nd","Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada","Duck Valley Reservation","ID~NV",965,858264
"TR48",490,"nd","Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota","Lake Traverse Reservation","ND~SD",1860,1934336
"AKNV",445,"nd","Sitka Tribe of Alaska","Sitka ANVSA","AK",7475,2575190
"AKNV",446,"nd","Skagway Village","Skagway ANVSA","AK",7485,2575191
"TR48",448,"nd","Skokomish Indian Tribe","Skokomish Reservation","WA",3825,1525866
"TR48",450,"n","Skull Valley Band of Goshute Indians of Utah","Skull Valley Reservation","UT",3840,1445643
"TR48",462,"n","Snoqualmie Indian Tribe","Snoqualmie Reservation","WA",3860,2419473
"TR48",464,"nd","Soboba Band of Luiseno Indians, California","Soboba Reservation","CA",3870,249635
"TR48",447,"nd","Sokaogon Chippewa Community, Wisconsin","Sokaogon Chippewa Community","WI",3885,1577206
"AKNV",461,"nd","South Naknek Village","South Naknek ANVSA","AK",7505,2419226
"TR48",480,"nd","Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado","Southern Ute Reservation","CO",3925,169585
"TR48",468,"nd","Spirit Lake Tribe, North Dakota","Spirit Lake Reservation","ND",3935,1934326
"TR48",466,"nd","Spokane Tribe of the Spokane Reservation","Spokane Reservation","WA",3940,1511576
"TR48",469,"nd","Squaxin Island Tribe of the Squaxin Island Reservation","Squaxin Island Reservation","WA",3955,1508671
"TR48",427,"nd","St. Croix Chippewa Indians of Wisconsin","St. Croix Reservation","WI",3305,1843172
"TR48",459,"nd","Standing Rock Sioux Tribe of North & South Dakota","Standing Rock Reservation","ND~SD",3970,1934335
"AKNV",477,"nd","Stebbins Community Association","Stebbins ANVSA","AK",7510,2419232
"TR48",481,"nd","Stillaguamish Tribe of Indians of Washington","Stillaguamish Reservation","WA",4000,2419481
"TR48",419,"n","Stockbridge Munsee Community, Wisconsin","Stockbridge Munsee Community","WI",4015,1577203
"TR48",485,"n","Summit Lake Paiute Tribe of Nevada","Summit Lake Reservation","NV",4045,858261
"AKNV",486,"n","Sun'aq Tribe of Kodiak","Kodiak ANVSA","AK",6795,2575184
"TR48",487,"nd","Suquamish Indian Tribe of the Port Madison Reservation","Port Madison Reservation","WA",2925,1507571
"TR48",488,"nd","Susanville Indian Rancheria, California","Susanville Indian Rancheria","CA",4060,235836
"TR48",489,"nd","Swinomish Indian Tribal Community","Swinomish Reservation","WA",4075,1528418
"TR48",491,"nd","Sycuan Band of the Kumeyaay Nation","Sycuan Reservation","CA",4090,273630
"TR48",493,"n","Table Mountain Rancheria","Table Mountain Rancheria","CA",4110,2419484
"AKNV",504,"nd","Takotna Village","Takotna ANVSA","AK",7530,2419241
"AKNV",512,"r","Tangirnaq Native Village","Lesnoi ANVSA","AK",6860,2575186
"TR48",497,"none","Tejon Indian Tribe","","",NA,NA
"AKNV",498,"n","Telida Village","Telida ANVSA","AK",7565,2419252
"AKNV",498,"d","Telida Village","Nikolai ANVSA","AK",7070,2418744
"TR48",500,"n","Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band)","Battle Mountain Reservation","NV",165,838653
"TR48",500,"nd","Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band)","Elko Colony","NV",1005,856239
"TR48",500,"n","Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band)","South Fork Reservation","NV",3930,861680
"TR48",500,"n","Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band)","Wells Colony","NV",4580,849846
"TR48",79,"nd","The Chickasaw Nation","Chickasaw OTSA","OK",5580,2418818
"TR48",72,"nd","The Choctaw Nation of Oklahoma","Choctaw OTSA","OK",5590,2418833
"TR48",266,"nd","The Muscogee (Creek) Nation","Creek OTSA","OK",5620,1925077
"TR48",266,"n","The Muscogee (Creek) Nation","Creek/Seminole joint-use OTSA","OK",5915,1925072
"TR48",346,"nd","The Osage Nation","Osage Reservation","OK",2595,1100113
"TR48",456,"n","The Seminole Nation of Oklahoma","Seminole OTSA","OK",5830,1925073
"TR48",456,"nd","The Seminole Nation of Oklahoma","Creek/Seminole joint-use OTSA","OK",5915,1925072
"TR48",507,"d","Thlopthlocco Tribal Town","Creek OTSA","OK",5620,1925077
"TR48",269,"nd","Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota","Fort Berthold Reservation","ND",1160,1934325
"TR48",503,"n","Timbisha Shoshone Tribe","Timbi-Sha Shoshone Reservation","CA~NV",4180,2419492
"TR48",502,"nd","Tohono O'odham Nation of Arizona","Tohono O'odham Nation Reservation","AZ",4200,23763
"TR48",509,"d","Tolowa Dee-ni' Nation","Smith River Rancheria","CA",3855,274833
"TR48",515,"nd","Tonawanda Band of Seneca","Tonawanda Reservation","NY",4225,979554
"TR48",513,"nd","Tonkawa Tribe of Indians of Oklahoma","Tonkawa OTSA","OK",5860,1925069
"TR48",520,"nd","Tonto Apache Tribe of Arizona","Tonto Apache Reservation","AZ",4235,32748
"TR48",510,"nd","Torres Martinez Desert Cahuilla Indians, California","Torres-Martinez Reservation","CA",4255,255924
"AKNV",516,"nd","Traditional Village of Togiak","Togiak ANVSA","AK",7605,2419257
"TR48",521,"nd","Tulalip Tribes of Washington","Tulalip Reservation","WA",4290,1511575
"TR48",522,"nd","Tule River Indian Tribe of the Tule River Reservation, California","Tule River Reservation","CA",4300,275158
"AKNV",508,"nd","Tuluksak Native Community","Tuluksak ANVSA","AK",7630,2419263
"TR48",523,"nd","Tunica-Biloxi Indian Tribe","Tunica-Biloxi Reservation","LA",4315,2419503
"TR48",505,"nd","Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California","Tuolumne Rancheria","CA",4330,236635
"TR48",517,"nd","Turtle Mountain Band of Chippewa Indians of North Dakota","Turtle Mountain Reservation","MT~ND~SD",4345,1934334
"TR48",518,"nd","Tuscarora Nation","Tuscarora Nation Reservation","NY",4360,979564
"TR48",526,"nd","Twenty-Nine Palms Band of Mission Indians of California","Twenty-Nine Palms Reservation","CA",4375,250737
"AKNV",525,"nd","Twin Hills Village","Twin Hills ANVSA","AK",7650,2419269
"AKNV",528,"n","Ugashik Village","Ugashik ANVSA","AK",7665,2419274
"AKNV",530,"d","Umkumiut Native Village","Nightmute ANVSA","AK",7065,2418741
"TR48",32,"n","United Auburn Indian Community of the Auburn Rancheria of California","Auburn Rancheria","CA",120,218454
"TR48",205,"nd","United Keetoowah Band of Cherokee Indians in Oklahoma","Cherokee OTSA","OK",5550,2418810
"TR48",531,"none","Upper Mattaponi Tribe","","",NA,NA
"TR48",533,"nd","Upper Sioux Community, Minnesota","Upper Sioux Community","MN",4445,653567
"TR48",534,"nd","Upper Skagit Indian Tribe","Upper Skagit Reservation","WA",4455,2419510
"TR48",536,"nd","Ute Indian Tribe of the Uintah & Ouray Reservation, Utah","Uintah and Ouray Reservation","UT",4390,1448012
"TR48",535,"nd","Ute Mountain Ute Tribe","Ute Mountain Reservation","CO~NM~UT",4470,169579
"TR48",537,"nd","Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California","Benton Paiute Reservation","CA",185,2419307
"AKNV",13,"nd","Village of Alakanuk","Alakanuk ANVSA","AK",6035,2418759
"AKNV",23,"nd","Village of Anaktuvuk Pass","Anaktuvuk Pass ANVSA","AK",6080,2418769
"AKNV",538,"nd","Village of Aniak","Aniak ANVSA","AK",6105,2418773
"AKNV",30,"nd","Village of Atmautluak","Atmautluak ANVSA","AK",6160,2418780
"AKNV",46,"n","Village of Bill Moore's Slough","Bill Moore's ANVSA","AK",6225,2418793
"AKNV",46,"d","Village of Bill Moore's Slough","Kotlik ANVSA","AK",6815,2418671
"AKNV",75,"nd","Village of Chefornak","Chefornak ANVSA","AK",6275,2418807
"AKNV",97,"nd","Village of Clarks Point","Clarks Point ANVSA","AK",6360,2418839
"AKNV",115,"nd","Village of Crooked Creek","Crooked Creek ANVSA","AK",6390,2418852
"AKNV",125,"nd","Village of Dot Lake","Dot Lake ANVSA","AK",6415,2418555
"AKNV",543,"nd","Village of Iliamna","Iliamna ANVSA","AK",6625,2418627
"AKNV",217,"nd","Village of Kalskag","Kalskag ANVSA","AK",6685,2418638
"AKNV",199,"nd","Village of Kaltag","Kaltag ANVSA","AK",6690,2418639
"AKNV",226,"nd","Village of Kotlik","Kotlik ANVSA","AK",6815,2418671
"AKNV",245,"nd","Village of Lower Kalskag","Lower Kalskag ANVSA","AK",6890,2418690
"AKNV",340,"n","Village of Ohogamiut","Ohogamiut ANVSA","AK",7145,2419155
"AKNV",340,"d","Village of Ohogamiut","Marshall ANVSA","AK",6910,2418697
"AKNV",406,"nd","Village of Red Devil","Red Devil ANVSA","AK",7305,2419197
"AKNV",454,"nd","Village of Sleetmute","Sleetmute ANVSA","AK",7495,2419223
"AKNV",465,"n","Village of Solomon","Solomon ANVSA","AK",7500,2419225
"AKNV",465,"d","Village of Solomon","Nome ANVSA","AK",7095,2575187
"AKNV",483,"nd","Village of Stony River","Stony River ANVSA","AK",7525,2419236
"AKNV",548,"nd","Village of Venetie (See Native Village of Venetie Tribal Government)","Venetie ANVSA","AK",7725,2575192
"AKNV",550,"nd","Village of Wainwright","Wainwright ANVSA","AK",7735,2419281
"TR48",555,"nd","Walker River Paiute Tribe of the Walker River Reservation, Nevada","Walker River Reservation","NV",4515,857504
"TR48",557,"nd","Wampanoag Tribe of Gay Head (Aquinnah)","Wampanoag-Aquinnah Trust Land","MA",4530,2419514
"TR48",551,"n","Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)","Carson Colony","NV",510,859157
"TR48",551,"nd","Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)","Dresslerville Colony","NV",940,862214
"TR48",551,"n","Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)","Woodfords Community","CA",4665,1985241
"TR48",551,"n","Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)","Stewart Community","NV",3980,2419480
"TR48",551,"n","Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)","Washoe Ranches Trust Land","CA~NV",4560,2419516
"TR48",556,"nd","White Mountain Apache Tribe of the Fort Apache Reservation, Arizona","Fort Apache Reservation","AZ",1140,4741
"TR48",554,"nd","Wichita and Affiliated Tribes (Wichita, Keechi, Waco, & Tawakonie), Oklahoma","Caddo-Wichita-Delaware OTSA","OK",5540,1925075
"TR48",554,"n","Wichita and Affiliated Tribes (Wichita, Keechi, Waco, & Tawakonie), Oklahoma","Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA","OK",5955,2418655
"TR48",552,"none","Wilton Rancheria, California","","",NA,NA
"TR48",558,"nd","Winnebago Tribe of Nebraska","Winnebago Reservation","IA~NE",4625,834982
"TR48",559,"n","Winnemucca Indian Colony of Nevada","Winnemucca Indian Colony","NV",4635,849652
"TR48",553,"d","Wiyot Tribe, California","Table Bluff Reservation","CA",4095,1665550
"AKNV",561,"nd","Wrangell Cooperative Association","Wrangell ANVSA","AK",7755,2575193
"TR48",562,"nd","Wyandotte Nation","Wyandotte OTSA","OK",5890,2419290
"AKNV",566,"nd","Yakutat Tlingit Tribe","Yakutat ANVSA","AK",7765,2419292
"TR48",569,"nd","Yankton Sioux Tribe of South Dakota","Yankton Reservation","SD",4700,1891160
"TR48",570,"nd","Yavapai-Apache Nation of the Camp Verde Indian Reservation, Arizona","Yavapai-Apache Nation Reservation","AZ",4708,27214
"TR48",571,"nd","Yavapai-Prescott Indian Tribe","Yavapai-Prescott Reservation","AZ",4710,36443
"TR48",572,"nd","Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada","Campbell Ranch","NV",440,848690
"TR48",572,"nd","Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada","Yerington Colony","NV",4725,848133
"TR48",564,"d","Yocha Dehe Wintun Nation, California","Rumsey Indian Rancheria","CA",3265,232012
"TR48",568,"nd","Yomba Shoshone Tribe of the Yomba Reservation, Nevada","Yomba Reservation","NV",4740,862119
"TR48",567,"nd","Ysleta del Sur Pueblo","Ysleta del Sur Pueblo","TX",4755,2419529
"TR48",565,"nd","Yuhaaviatam of San Manuel Nation (previously listed as San Manuel Band of Mission Indians, California)","San Manuel Reservation","CA",3445,248904
"AKNV",573,"nod","Yupiit of Andreafski","Andreafsky ANVSA","AK",6095,2418771
"TR48",574,"nd","Yurok Tribe of the Yurok Reservation, California","Yurok Reservation","CA",4760,2419530
"TR48",576,"nd","Zuni Tribe of the Zuni Reservation, New Mexico","Zuni Reservation","AZ~NM",4785,1934346
